mot1,mot2,relation
levee,pate r_processus patient,r_processuspatient
cuisson,pizza r_processus patient,r_processuspatient
friture,pomme r_processus patient,r_processuspatient
ebullition,eau r_processus patient,r_processuspatient
congelation,soupe r_processus patient,r_processuspatient
decongelation,viande r_processus patient,r_processuspatient
marinade,volaille r_processus patient,r_processuspatient
assaisonnement,salade r_processus patient,r_processuspatient
epluchage,carotte r_processus patient,r_processuspatient
lavage,laitue r_processus patient,r_processuspatient
essorage,salade r_processus patient,r_processuspatient
extraction,pulpe r_processus patient,r_processuspatient
pressage,orange r_processus patient,r_processuspatient
filtration,boisson r_processus patient,r_processuspatient
distillation,eau r_processus patient,r_processuspatient
pasteurisation,lait r_processus patient,r_processuspatient
sterilisation,conserve r_processus patient,r_processuspatient
fermentation,pate r_processus patient,r_processuspatient
maturation,fromage r_processus patient,r_processuspatient
affinage,charcuterie r_processus patient,r_processuspatient
fumage,viande r_processus patient,r_processuspatient
salaison,chair r_processus patient,r_processuspatient
sechage,herbe r_processus patient,r_processuspatient
deshydratation,fruit r_processus patient,r_processuspatient
lyophilisation,substance r_processus patient,r_processuspatient
torrefaction,graine r_processus patient,r_processuspatient
mouture,cafe r_processus patient,r_processuspatient
broyage,epice r_processus patient,r_processuspatient
pilage,ail r_processus patient,r_processuspatient
rapage,fromage r_processus patient,r_processuspatient
emincage,oignon r_processus patient,r_processuspatient
ciselage,herbe r_processus patient,r_processuspatient
fouettage,creme r_processus patient,r_processuspatient
montage,neige r_processus patient,r_processuspatient
incorporation,farine r_processus patient,r_processuspatient
melange,preparation r_processus patient,r_processuspatient
dilution,solution r_processus patient,r_processuspatient
dissolution,poudre r_processus patient,r_processuspatient
emulsion,sauce r_processus patient,r_processuspatient
reduction,sauce r_processus patient,r_processuspatient
clarification,gelee r_processus patient,r_processuspatient
glacage,patisserie r_processus patient,r_processuspatient
nappement,tarte r_processus patient,r_processuspatient
decoration,gateau r_processus patient,r_processuspatient
dressage,assiette r_processus patient,r_processuspatient
presentation,plat r_processus patient,r_processuspatient
reparation,chaussure r_processus patient,r_processuspatient
ressemelage,botte r_processus patient,r_processuspatient
couture,robe r_processus patient,r_processuspatient
broderie,nappe r_processus patient,r_processuspatient
tricotage,echarpe r_processus patient,r_processuspatient
tissage,toile r_processus patient,r_processuspatient
filage,laine r_processus patient,r_processuspatient
cardage,fibre r_processus patient,r_processuspatient
peignage,bourre r_processus patient,r_processuspatient
blanchiment,toile r_processus patient,r_processuspatient
impression,tissu r_processus patient,r_processuspatient
teinture,laine r_processus patient,r_processuspatient
fixation,couleur r_processus patient,r_processuspatient
delavage,jean r_processus patient,r_processuspatient
stonewashing,toile r_processus patient,r_processuspatient
froissage,etoffe r_processus patient,r_processuspatient
calandrage,tissu r_processus patient,r_processuspatient
appretage,etoffe r_processus patient,r_processuspatient
mercerisation,coton r_processus patient,r_processuspatient
feutrage,laine r_processus patient,r_processuspatient
impermeabilisation,toile r_processus patient,r_processuspatient
ignifugation,tissu r_processus patient,r_processuspatient
decoupe,toile r_processus patient,r_processuspatient
coupe,tissu r_processus patient,r_processuspatient
taille,patron r_processus patient,r_processuspatient
assemblage,piece r_processus patient,r_processuspatient
ouverture,coffre r_processus patient,r_processuspatient
fermeture,tiroir r_processus patient,r_processuspatient
installation,systeme r_processus patient,r_processuspatient
configuration,appareil r_processus patient,r_processuspatient
parametrage,dispositif r_processus patient,r_processuspatient
reglage,instrument r_processus patient,r_processuspatient
calibrage,outil r_processus patient,r_processuspatient
etalonnage,capteur r_processus patient,r_processuspatient
activation,dispositif r_processus patient,r_processuspatient
desactivation,systeme r_processus patient,r_processuspatient
declenchement,mecanisme r_processus patient,r_processuspatient
enclenchement,systeme r_processus patient,r_processuspatient
deverrouillage,cadenas r_processus patient,r_processuspatient
verrouillage,coffre r_processus patient,r_processuspatient
blocage,mecanisme r_processus patient,r_processuspatient
deblocage,systeme r_processus patient,r_processuspatient
demarrage,processus r_processus patient,r_processuspatient
lancement,programme r_processus patient,r_processuspatient
execution,script r_processus patient,r_processuspatient
interruption,processus r_processus patient,r_processuspatient
suspension,programme r_processus patient,r_processuspatient
reprise,processus r_processus patient,r_processuspatient
reinitialisation,appareil r_processus patient,r_processuspatient
formatage,disque r_processus patient,r_processuspatient
partitionnement,disque r_processus patient,r_processuspatient
clonage,disque r_processus patient,r_processuspatient
duplication,fichier r_processus patient,r_processuspatient
copie,document r_processus patient,r_processuspatient
deplacement,fichier r_processus patient,r_processuspatient
renommage,fichier r_processus patient,r_processuspatient
effacement,fichier r_processus patient,r_processuspatient
recuperation,fichier r_processus patient,r_processuspatient
restauration,systeme r_processus patient,r_processuspatient
reconstruction,fichier r_processus patient,r_processuspatient
reparation,systeme r_processus patient,r_processuspatient
optimisation,systeme r_processus patient,r_processuspatient
defragmentation,disque r_processus patient,r_processuspatient
nettoyage,disque r_processus patient,r_processuspatient
vidage,cache r_processus patient,r_processuspatient
purge,systeme r_processus patient,r_processuspatient
analyse,fichier r_processus patient,r_processuspatient
scan,document r_processus patient,r_processuspatient
numerisation,document r_processus patient,r_processuspatient
ocerisation,document r_processus patient,r_processuspatient
reconnaissance,texte r_processus patient,r_processuspatient
indexation,document r_processus patient,r_processuspatient
catalogage,livre r_processus patient,r_processuspatient
referencement,site r_processus patient,r_processuspatient
archivage,document r_processus patient,r_processuspatient
stockage,fichier r_processus patient,r_processuspatient
synchronisation,fichier r_processus patient,r_processuspatient
transfert,fichier r_processus patient,r_processuspatient
televersement,fichier r_processus patient,r_processuspatient
envoi,message r_processus patient,r_processuspatient
reception,message r_processus patient,r_processuspatient
diffusion,signal r_processus patient,r_processuspatient
emission,signal r_processus patient,r_processuspatient
amplification,signal r_processus patient,r_processuspatient
attenuation,signal r_processus patient,r_processuspatient
filtrage,signal r_processus patient,r_processuspatient
modulation,signal r_processus patient,r_processuspatient
demodulation,signal r_processus patient,r_processuspatient
encodage,message r_processus patient,r_processuspatient
decodage,message r_processus patient,r_processuspatient
cryptage,message r_processus patient,r_processuspatient
decryptage,message r_processus patient,r_processuspatient
hachage,fichier r_processus patient,r_processuspatient
signature,document r_processus patient,r_processuspatient
certification,document r_processus patient,r_processuspatient
verification,document r_processus patient,r_processuspatient
authentification,document r_processus patient,r_processuspatient
horodatage,document r_processus patient,r_processuspatient
ouverture,fenetre r_processus patient,r_processuspatient
fermeture,porte r_processus patient,r_processuspatient
installation,application r_processus patient,r_processuspatient
desinstallation,application r_processus patient,r_processuspatient
configuration,machine r_processus patient,r_processuspatient
initialisation,base r_processus patient,r_processuspatient
creation,table r_processus patient,r_processuspatient
suppression,table r_processus patient,r_processuspatient
modification,table r_processus patient,r_processuspatient
mise a jour,table r_processus patient,r_processuspatient
insertion,ligne r_processus patient,r_processuspatient
extraction,ligne r_processus patient,r_processuspatient
lecture,donnee r_processus patient,r_processuspatient
ecriture,donnee r_processus patient,r_processuspatient
correction,erreur r_processus patient,r_processuspatient
rectification,erreur r_processus patient,r_processuspatient
resolution,erreur r_processus patient,r_processuspatient
detection,erreur r_processus patient,r_processuspatient
identification,erreur r_processus patient,r_processuspatient
localisation,erreur r_processus patient,r_processuspatient
isolation,erreur r_processus patient,r_processuspatient
reproduction,erreur r_processus patient,r_processuspatient
documentation,erreur r_processus patient,r_processuspatient
compilation,source r_processus patient,r_processuspatient
interpretation,source r_processus patient,r_processuspatient
execution,commande r_processus patient,r_processuspatient
invocation,fonction r_processus patient,r_processuspatient
appel,methode r_processus patient,r_processuspatient
instanciation,classe r_processus patient,r_processuspatient
initialisation,variable r_processus patient,r_processuspatient
declaration,variable r_processus patient,r_processuspatient
affectation,variable r_processus patient,r_processuspatient
incrementation,variable r_processus patient,r_processuspatient
decrementation,variable r_processus patient,r_processuspatient
reinitialisation,variable r_processus patient,r_processuspatient
conversion,donnee r_processus patient,r_processuspatient
transformation,donnee r_processus patient,r_processuspatient
normalisation,donnee r_processus patient,r_processuspatient
standardisation,donnee r_processus patient,r_processuspatient
validation,donnee r_processus patient,r_processuspatient
sanitisation,donnee r_processus patient,r_processuspatient
sterilisation,surface r_processus patient,r_processuspatient
pasteurisation,substance r_processus patient,r_processuspatient
autoclavage,substance r_processus patient,r_processuspatient
ebullition,substance r_processus patient,r_processuspatient
chauffage,substance r_processus patient,r_processuspatient
refroidissement,substance r_processus patient,r_processuspatient
congelation,substance r_processus patient,r_processuspatient
decongelation,substance r_processus patient,r_processuspatient
surgelation,substance r_processus patient,r_processuspatient
cryogenisation,substance r_processus patient,r_processuspatient
atomisation,substance r_processus patient,r_processuspatient
nebulisation,substance r_processus patient,r_processuspatient
